Date,Product,Region,Year,Festival,Daily_Sales,Opening_Stock,Closing_Stock,Replenishment_Qty,New_Order_Qty,Stock_Out_Flag,Stock_Coverage_Days,Service_Level,Price_Index,Threshold,Lead_Time_Days,Stock_Recommendation,Day_Relative_To_Festival,Regional_Weight,Weather_Factor,Weekend_Factor,Promotion_Factor,Economic_Factor,Adjusted_Sales,Inventory_Turnover,Inventory_Turnover_Rate,Efficiency_Score,Profit_Margin
23-10-2024,Fruits,West,2024,Navratri/Dussehra/Diwali,26,95,69,0,0,FALSE,2.64,1,1.25,76.5,15,High,-8,0.9,1,1,1,1.0815,28.12,0.2708,8.12,2.38,0.312
24-10-2024,Fruits,West,2024,Navratri/Dussehra/Diwali,32,69,37,0,0,FALSE,1.15,1,1.25,76.5,15,High,-7,0.9,1,1,1,1.0815,34.61,0.4571,13.71,1.03,0.432
25-10-2024,Fruits,West,2024,Navratri/Dussehra/Diwali,37,37,0,0,99,FALSE,0,1,1.25,76.5,15,High,-6,0.9,1,1.2,1,1.0815,48.02,0.9737,29.21,0,0.335
26-10-2024,Fruits,West,2024,Navratri/Dussehra/Diwali,0,0,0,0,99,FALSE,0,0,1.25,76.5,15,High,-5,0.9,1,1.4,1,1.0815,0,0,0,0,0.323
27-10-2024,Fruits,West,2024,Navratri/Dussehra/Diwali,0,0,0,0,0,FALSE,0,0,1.25,76.5,15,High,-4,0.9,1,1.6,1,1.0815,0,0,0,0,0.313
28-10-2024,Fruits,West,2024,Navratri/Dussehra/Diwali,0,0,0,0,0,FALSE,0,0,1.25,76.5,15,High,-3,0.9,1,1,1,1.0815,0,0,0,0,0.33
29-10-2024,Fruits,West,2024,Navratri/Dussehra/Diwali,0,0,0,0,0,FALSE,0,0,1.25,76.5,15,High,-2,0.9,1,1,1,1.0815,0,0,0,0,0.386
30-10-2024,Fruits,West,2024,Navratri/Dussehra/Diwali,0,0,0,0,0,FALSE,0,0,1.25,76.5,15,High,-1,0.9,1,1,1,1.0815,0,0,0,0,0.305
31-10-2024,Fruits,West,2024,Navratri/Dussehra/Diwali,0,0,0,0,0,FALSE,0,0,1.25,76.5,15,High,0,0.9,1,1,1,1.0815,0,0,0,0,0.385
01-11-2024,Fruits,West,2024,Navratri/Dussehra/Diwali,0,0,0,0,0,FALSE,0,0,1.25,76.5,15,High,1,0.9,1,1.2,1,1.0815,0,0,0,0,0.434
02-11-2024,Fruits,West,2024,Navratri/Dussehra/Diwali,0,0,0,0,0,FALSE,0,0,1.25,76.5,15,High,2,0.9,1,1.4,1,1.0815,0,0,0,0,0.308
03-11-2024,Fruits,West,2024,Navratri/Dussehra/Diwali,0,0,0,0,0,FALSE,0,0,1.25,76.5,15,High,3,0.9,1,1.6,1,1.0815,0,0,0,0,0.379
04-11-2024,Fruits,West,2024,Navratri/Dussehra/Diwali,0,0,0,0,0,FALSE,0,0,1.25,76.5,15,High,4,0.9,1,1,1,1.0815,0,0,0,0,0.38
05-11-2024,Fruits,West,2024,Guru Nanak Jayanti/Kartik Purnima,0,0,0,0,0,FALSE,0,0,1.24,48,12,Medium,-10,0.6,1,1,1,1.0815,0,0,0,0,0.328
06-11-2024,Fruits,West,2024,Guru Nanak Jayanti/Kartik Purnima,17,0,82,99,0,FALSE,4.8,1,1.24,48,12,Medium,-9,0.6,1,1,1,1.0815,18.39,17,510,2.88,0.3
07-11-2024,Fruits,West,2024,Guru Nanak Jayanti/Kartik Purnima,15,82,166,99,0,FALSE,10.99,1,1.24,48,12,Medium,-8,0.6,1,1,1,1.0815,16.22,0.1807,5.42,6.59,0.424
08-11-2024,Fruits,West,2024,Guru Nanak Jayanti/Kartik Purnima,18,166,148,0,0,FALSE,8.18,1,1.24,48,12,Medium,-7,0.6,1,1.2,1,1.0815,23.36,0.1078,3.23,4.91,0.35
09-11-2024,Fruits,West,2024,Guru Nanak Jayanti/Kartik Purnima,18,148,130,0,0,FALSE,7.18,1,1.24,48,12,Medium,-6,0.6,1,1.4,1,1.0815,27.25,0.1208,3.62,4.31,0.364
10-11-2024,Fruits,West,2024,Guru Nanak Jayanti/Kartik Purnima,30,130,100,0,0,FALSE,3.32,1,1.24,48,12,Medium,-5,0.6,1,1.6,1,1.0815,51.91,0.229,6.87,1.99,0.339
11-11-2024,Fruits,West,2024,Guru Nanak Jayanti/Kartik Purnima,25,100,75,0,0,FALSE,2.99,1,1.24,48,12,Medium,-4,0.6,1,1,1,1.0815,27.04,0.2475,7.42,1.79,0.378
12-11-2024,Fruits,West,2024,Guru Nanak Jayanti/Kartik Purnima,21,75,54,0,0,FALSE,2.56,1,1.24,48,12,Medium,-3,0.6,1,1,1,1.0815,22.71,0.2763,8.29,1.54,0.436
13-11-2024,Fruits,West,2024,Guru Nanak Jayanti/Kartik Purnima,32,54,22,0,0,FALSE,0.69,1,1.24,48,12,Medium,-2,0.6,1,1,1,1.0815,34.61,0.5818,17.45,0.41,0.392
14-11-2024,Fruits,West,2024,Guru Nanak Jayanti/Kartik Purnima,22,22,0,0,62,FALSE,0,0,1.24,48,12,Medium,-1,0.6,1,1,1,1.0815,23.79,0.9565,28.7,0,0.414
15-11-2024,Fruits,West,2024,Guru Nanak Jayanti/Kartik Purnima,0,0,0,0,62,FALSE,0,0,1.24,48,12,Medium,0,0.6,1,1.2,1,1.0815,0,0,0,0,0.421
16-11-2024,Fruits,West,2024,Guru Nanak Jayanti/Kartik Purnima,0,0,0,0,0,FALSE,0,0,1.24,48,12,Medium,1,0.6,1,1.4,1,1.0815,0,0,0,0,0.306
17-11-2024,Fruits,West,2024,Guru Nanak Jayanti/Kartik Purnima,0,0,0,0,0,FALSE,0,0,1.24,48,12,Medium,2,0.6,1,1.6,1,1.0815,0,0,0,0,0.353
18-11-2024,Fruits,West,2024,Guru Nanak Jayanti/Kartik Purnima,0,0,0,0,0,FALSE,0,0,1.24,48,12,Medium,3,0.6,1,1,1,1.0815,0,0,0,0,0.358
19-11-2024,Fruits,West,2024,Guru Nanak Jayanti/Kartik Purnima,0,0,0,0,0,FALSE,0,0,1.24,48,12,Medium,4,0.6,1,1,1,1.0815,0,0,0,0,0.409
15-12-2024,Fruits,West,2024,Christmas/New Year,29,0,95,124,0,FALSE,3.26,1,1.27,85.5,15,High,-10,0.95,1,1.6,1,1.0815,50.18,29,870,3.1,0.326
16-12-2024,Fruits,West,2024,Christmas/New Year,32,95,63,0,0,FALSE,1.96,1,1.27,85.5,15,High,-9,0.95,1,1,1,1.0815,34.61,0.3333,10,1.86,0.306
17-12-2024,Fruits,West,2024,Christmas/New Year,44,63,19,0,111,FALSE,0.43,1,1.27,85.5,15,High,-8,0.95,1,1,1,1.0815,47.59,0.6875,20.62,0.41,0.328
18-12-2024,Fruits,West,2024,Christmas/New Year,19,19,0,0,111,FALSE,0,0,1.27,85.5,15,High,-7,0.95,1,1,1,1.0815,20.55,0.95,28.5,0,0.361
19-12-2024,Fruits,West,2024,Christmas/New Year,0,0,0,0,0,FALSE,0,0,1.27,85.5,15,High,-6,0.95,1,1,1,1.0815,0,0,0,0,0.388
20-12-2024,Fruits,West,2024,Christmas/New Year,0,0,0,0,0,FALSE,0,0,1.27,85.5,15,High,-5,0.95,1,1.2,1,1.0815,0,0,0,0,0.416
21-12-2024,Fruits,West,2024,Christmas/New Year,0,0,0,0,0,FALSE,0,0,1.27,85.5,15,High,-4,0.95,1,1.4,1,1.0815,0,0,0,0,0.427
22-12-2024,Fruits,West,2024,Christmas/New Year,0,0,0,0,0,FALSE,0,0,1.27,85.5,15,High,-3,0.95,1,1.6,1,1.0815,0,0,0,0,0.424
23-12-2024,Fruits,West,2024,Christmas/New Year,0,0,0,0,0,FALSE,0,0,1.27,85.5,15,High,-2,0.95,1,1,1,1.0815,0,0,0,0,0.364
24-12-2024,Fruits,West,2024,Christmas/New Year,0,0,0,0,0,FALSE,0,0,1.27,85.5,15,High,-1,0.95,1,1,1,1.0815,0,0,0,0,0.365
25-12-2024,Fruits,West,2024,Christmas/New Year,0,0,0,0,0,FALSE,0,0,1.27,85.5,15,High,0,0.95,1,1,1,1.0815,0,0,0,0,0.379
26-12-2024,Fruits,West,2024,Christmas/New Year,0,0,0,0,0,FALSE,0,0,1.27,85.5,15,High,1,0.95,1,1,1,1.0815,0,0,0,0,0.37
27-12-2024,Fruits,West,2024,Christmas/New Year,0,0,0,0,0,FALSE,0,0,1.27,85.5,15,High,2,0.95,1,1.2,1,1.0815,0,0,0,0,0.307
28-12-2024,Fruits,West,2024,Christmas/New Year,0,0,0,0,0,FALSE,0,0,1.27,85.5,15,High,3,0.95,1,1.4,1,1.0815,0,0,0,0,0.32
29-12-2024,Fruits,West,2024,Christmas/New Year,0,0,0,0,0,FALSE,0,0,1.27,85.5,15,High,4,0.95,1,1.6,1,1.0815,0,0,0,0,0.436
04-01-2023,Ghee,East,2023,Lohri/Pongal/Makar Sankranti,11,72,61,0,0,FALSE,5.5,1,1.21,56,15,Medium,-10,0.8,1.3,1,1,1,14.3,0.1507,4.52,4.4,0.359
05-01-2023,Ghee,East,2023,Lohri/Pongal/Makar Sankranti,20,61,41,0,0,FALSE,2.04,1,1.21,56,15,Medium,-9,0.8,1.3,1,1,1,26,0.3226,9.68,1.63,0.332
06-01-2023,Ghee,East,2023,Lohri/Pongal/Makar Sankranti,17,41,24,0,0,FALSE,1.4,1,1.21,56,15,Medium,-8,0.8,1.3,1.2,1,1,26.52,0.4048,12.14,1.12,0.3
07-01-2023,Ghee,East,2023,Lohri/Pongal/Makar Sankranti,24,24,0,0,72,FALSE,0,1,1.21,56,15,Medium,-7,0.8,1.3,1.4,1,1,43.68,0.96,28.8,0,0.323
08-01-2023,Ghee,East,2023,Lohri/Pongal/Makar Sankranti,0,0,0,0,72,FALSE,0,0,1.21,56,15,Medium,-6,0.8,1.3,1.6,1,1,0,0,0,0,0.338
09-01-2023,Ghee,East,2023,Lohri/Pongal/Makar Sankranti,0,0,0,0,0,FALSE,0,0,1.21,56,15,Medium,-5,0.8,1.3,1,1,1,0,0,0,0,0.434
10-01-2023,Ghee,East,2023,Lohri/Pongal/Makar Sankranti,0,0,0,0,0,FALSE,0,0,1.21,56,15,Medium,-4,0.8,1.3,1,1,1,0,0,0,0,0.426
11-01-2023,Ghee,East,2023,Lohri/Pongal/Makar Sankranti,0,0,0,0,0,FALSE,0,0,1.21,56,15,Medium,-3,0.8,1.3,1,1,1,0,0,0,0,0.372
12-01-2023,Ghee,East,2023,Lohri/Pongal/Makar Sankranti,0,0,0,0,0,FALSE,0,0,1.21,56,15,Medium,-2,0.8,1.3,1,1,1,0,0,0,0,0.319
13-01-2023,Ghee,East,2023,Lohri/Pongal/Makar Sankranti,0,0,0,0,0,FALSE,0,0,1.21,56,15,Medium,-1,0.8,1.3,1.2,1,1,0,0,0,0,0.406
14-01-2023,Ghee,East,2023,Lohri/Pongal/Makar Sankranti,0,0,0,0,0,FALSE,0,0,1.21,56,15,Medium,0,0.8,1.3,1.4,1,1,0,0,0,0,0.416
15-01-2023,Ghee,East,2023,Lohri/Pongal/Makar Sankranti,0,0,0,0,0,FALSE,0,0,1.21,56,15,Medium,1,0.8,1.3,1.6,1,1,0,0,0,0,0.419
16-01-2023,Ghee,East,2023,Lohri/Pongal/Makar Sankranti,0,0,0,0,0,FALSE,0,0,1.21,56,15,Medium,2,0.8,1.3,1,1,1,0,0,0,0,0.344
17-01-2023,Ghee,East,2023,Lohri/Pongal/Makar Sankranti,0,0,0,0,0,FALSE,0,0,1.21,56,15,Medium,3,0.8,1.3,1,1,1,0,0,0,0,0.427
18-01-2023,Ghee,East,2023,Lohri/Pongal/Makar Sankranti,0,0,0,0,0,FALSE,0,0,1.21,56,15,Medium,4,0.8,1.3,1,1,1,0,0,0,0,0.349
08-02-2023,Ghee,East,2023,Maha Shivaratri/Vasant Panchami,12,0,132,144,0,FALSE,10.91,1,1.2,55.25,14,Medium,-10,0.85,1.3,1,1,1,15.6,12,360,9.27,0.297
09-02-2023,Ghee,East,2023,Maha Shivaratri/Vasant Panchami,20,132,112,0,0,FALSE,5.57,1,1.2,55.25,14,Medium,-9,0.85,1.3,1,1,1,26,0.1504,4.51,4.73,0.423
10-02-2023,Ghee,East,2023,Maha Shivaratri/Vasant Panchami,17,112,95,0,0,FALSE,5.56,1,1.2,55.25,14,Medium,-8,0.85,1.3,1.2,1,1,26.52,0.1504,4.51,4.73,0.29
11-02-2023,Ghee,East,2023,Maha Shivaratri/Vasant Panchami,19,95,76,0,0,FALSE,3.98,1,1.2,55.25,14,Medium,-7,0.85,1.3,1.4,1,1,34.58,0.1979,5.94,3.38,0.317
12-02-2023,Ghee,East,2023,Maha Shivaratri/Vasant Panchami,25,76,51,0,0,FALSE,2.03,1,1.2,55.25,14,Medium,-6,0.85,1.3,1.6,1,1,52,0.3247,9.74,1.73,0.303
13-02-2023,Ghee,East,2023,Maha Shivaratri/Vasant Panchami,29,51,22,0,71,FALSE,0.76,1,1.2,55.25,14,Medium,-5,0.85,1.3,1,1,1,37.7,0.5577,16.73,0.65,0.299
14-02-2023,Ghee,East,2023,Maha Shivaratri/Vasant Panchami,22,22,0,0,71,FALSE,0,0,1.2,55.25,14,Medium,-4,0.85,1.3,1,1,1,28.6,0.9565,28.7,0,0.418
15-02-2023,Ghee,East,2023,Maha Shivaratri/Vasant Panchami,0,0,0,0,0,FALSE,0,0,1.2,55.25,14,Medium,-3,0.85,1.3,1,1,1,0,0,0,0,0.315
16-02-2023,Ghee,East,2023,Maha Shivaratri/Vasant Panchami,0,0,0,0,0,FALSE,0,0,1.2,55.25,14,Medium,-2,0.85,1.3,1,1,1,0,0,0,0,0.311
17-02-2023,Ghee,East,2023,Maha Shivaratri/Vasant Panchami,0,0,0,0,0,FALSE,0,0,1.2,55.25,14,Medium,-1,0.85,1.3,1.2,1,1,0,0,0,0,0.429
18-02-2023,Ghee,East,2023,Maha Shivaratri/Vasant Panchami,0,0,0,0,0,FALSE,0,0,1.2,55.25,14,Medium,0,0.85,1.3,1.4,1,1,0,0,0,0,0.35
19-02-2023,Ghee,East,2023,Maha Shivaratri/Vasant Panchami,0,0,0,0,0,FALSE,0,0,1.2,55.25,14,Medium,1,0.85,1.3,1.6,1,1,0,0,0,0,0.343
20-02-2023,Ghee,East,2023,Maha Shivaratri/Vasant Panchami,0,0,0,0,0,FALSE,0,0,1.2,55.25,14,Medium,2,0.85,1.3,1,1,1,0,0,0,0,0.37
21-02-2023,Ghee,East,2023,Maha Shivaratri/Vasant Panchami,0,0,0,0,0,FALSE,0,0,1.2,55.25,14,Medium,3,0.85,1.3,1,1,1,0,0,0,0,0.429
22-02-2023,Ghee,East,2023,Maha Shivaratri/Vasant Panchami,0,0,0,0,0,FALSE,0,0,1.2,55.25,14,Medium,4,0.85,1.3,1,1,1,0,0,0,0,0.289
26-02-2023,Ghee,East,2023,Holi,16,0,126,142,0,FALSE,7.83,1,1.18,54,11,Medium,-10,0.9,1.3,1.6,1,1,33.28,16,480,7.05,0.389
27-02-2023,Ghee,East,2023,Holi,20,126,106,0,0,FALSE,5.27,1,1.18,54,11,Medium,-9,0.9,1.3,1,1,1,26,0.1575,4.72,4.74,0.318
28-02-2023,Ghee,East,2023,Holi,18,106,88,0,0,FALSE,4.86,1,1.18,54,11,Medium,-8,0.9,1.3,1,1,1,23.4,0.1682,5.05,4.37,0.372
01-03-2023,Ghee,East,2023,Holi,26,88,62,0,0,FALSE,2.38,1,1.18,54,11,Medium,-7,0.9,0.7,1,1,1,18.2,0.2921,8.76,2.14,0.354
02-03-2023,Ghee,East,2023,Holi,29,62,33,0,0,FALSE,1.13,1,1.18,54,11,Medium,-6,0.9,0.7,1,1,1,20.3,0.4603,13.81,1.02,0.329
03-03-2023,Ghee,East,2023,Holi,33,33,0,0,70,FALSE,0,1,1.18,54,11,Medium,-5,0.9,0.7,1.2,1,1,27.72,0.9706,29.12,0,0.322
04-03-2023,Ghee,East,2023,Holi,0,0,0,0,70,FALSE,0,0,1.18,54,11,Medium,-4,0.9,0.7,1.4,1,1,0,0,0,0,0.371
05-03-2023,Ghee,East,2023,Holi,0,0,0,0,0,FALSE,0,0,1.18,54,11,Medium,-3,0.9,0.7,1.6,1,1,0,0,0,0,0.369
06-03-2023,Ghee,East,2023,Holi,0,0,0,0,0,FALSE,0,0,1.18,54,11,Medium,-2,0.9,0.7,1,1,1,0,0,0,0,0.284
07-03-2023,Ghee,East,2023,Holi,0,0,0,0,0,FALSE,0,0,1.18,54,11,Medium,-1,0.9,0.7,1,1,1,0,0,0,0,0.31
08-03-2023,Ghee,East,2023,Holi,0,0,0,0,0,FALSE,0,0,1.18,54,11,Medium,0,0.9,0.7,1,1,1,0,0,0,0,0.381
09-03-2023,Ghee,East,2023,Holi,0,0,0,0,0,FALSE,0,0,1.18,54,11,Medium,1,0.9,0.7,1,1,1,0,0,0,0,0.394
10-03-2023,Ghee,East,2023,Holi,0,0,0,0,0,FALSE,0,0,1.18,54,11,Medium,2,0.9,0.7,1.2,1,1,0,0,0,0,0.387
11-03-2023,Ghee,East,2023,Holi,0,0,0,0,0,FALSE,0,0,1.18,54,11,Medium,3,0.9,0.7,1.4,1,1,0,0,0,0,0.296
12-03-2023,Ghee,East,2023,Holi,0,0,0,0,0,FALSE,0,0,1.18,54,11,Medium,4,0.9,0.7,1.6,1,1,0,0,0,0,0.293
27-03-2023,Ghee,East,2023,Ram Navami/Baisakhi/Easter,18,0,122,140,0,FALSE,6.74,1,1.21,63,9,Medium,-10,0.9,0.7,1,1,1,12.6,18,540,6.07,0.301
28-03-2023,Ghee,East,2023,Ram Navami/Baisakhi/Easter,20,122,102,0,0,FALSE,5.07,1,1.21,63,9,Medium,-9,0.9,0.7,1,1,1,14,0.1626,4.88,4.56,0.378
29-03-2023,Ghee,East,2023,Ram Navami/Baisakhi/Easter,30,102,72,0,0,FALSE,2.39,1,1.21,63,9,Medium,-8,0.9,0.7,1,1,1,21,0.2913,8.74,2.15,0.376
30-03-2023,Ghee,East,2023,Ram Navami/Baisakhi/Easter,20,72,52,0,0,FALSE,2.59,1,1.21,63,9,Medium,-7,0.9,0.7,1,1,1,14,0.274,8.22,2.33,0.38
31-03-2023,Ghee,East,2023,Ram Navami/Baisakhi/Easter,24,52,28,0,0,FALSE,1.16,1,1.21,63,9,Medium,-6,0.9,0.7,1.2,1,1,20.16,0.4528,13.58,1.04,0.325
01-04-2023,Ghee,East,2023,Ram Navami/Baisakhi/Easter,28,28,0,0,81,FALSE,0,0,1.21,63,9,Medium,-5,0.9,0.7,1.4,1,1,27.44,0.9655,28.96,0,0.419
02-04-2023,Ghee,East,2023,Ram Navami/Baisakhi/Easter,0,0,0,0,81,FALSE,0,0,1.21,63,9,Medium,-4,0.9,0.7,1.6,1,1,0,0,0,0,0.331
03-04-2023,Ghee,East,2023,Ram Navami/Baisakhi/Easter,0,0,0,0,0,FALSE,0,0,1.21,63,9,Medium,-3,0.9,0.7,1,1,1,0,0,0,0,0.381
04-04-2023,Ghee,East,2023,Ram Navami/Baisakhi/Easter,0,0,0,0,0,FALSE,0,0,1.21,63,9,Medium,-2,0.9,0.7,1,1,1,0,0,0,0,0.373
05-04-2023,Ghee,East,2023,Ram Navami/Baisakhi/Easter,0,0,0,0,0,FALSE,0,0,1.21,63,9,Medium,-1,0.9,0.7,1,1,1,0,0,0,0,0.326
06-04-2023,Ghee,East,2023,Ram Navami/Baisakhi/Easter,0,0,0,0,0,FALSE,0,0,1.21,63,9,Medium,0,0.9,0.7,1,1,1,0,0,0,0,0.383
07-04-2023,Ghee,East,2023,Ram Navami/Baisakhi/Easter,0,0,0,0,0,FALSE,0,0,1.21,63,9,Medium,1,0.9,0.7,1.2,1,1,0,0,0,0,0.383
08-04-2023,Ghee,East,2023,Ram Navami/Baisakhi/Easter,0,0,0,0,0,FALSE,0,0,1.21,63,9,Medium,2,0.9,0.7,1.4,1,1,0,0,0,0,0.42
09-04-2023,Ghee,East,2023,Ram Navami/Baisakhi/Easter,0,0,0,0,0,FALSE,0,0,1.21,63,9,Medium,3,0.9,0.7,1.6,1,1,0,0,0,0,0.33
10-04-2023,Ghee,East,2023,Ram Navami/Baisakhi/Easter,2,0,79,81,0,FALSE,37.62,1,1.21,63,9,Medium,4,0.9,0.7,1,1,1,1.4,2,60,33.86,0.42
25-04-2023,Ghee,East,2023,Buddha Purnima,15,79,145,81,0,FALSE,9.6,1,1.18,54,15,Medium,-10,0.9,0.7,1,1,1,10.5,0.1875,5.62,8.64,0.393
26-04-2023,Ghee,East,2023,Buddha Purnima,23,145,122,0,0,FALSE,5.28,1,1.18,54,15,Medium,-9,0.9,0.7,1,1,1,16.1,0.1575,4.72,4.75,0.422
27-04-2023,Ghee,East,2023,Buddha Purnima,20,122,102,0,0,FALSE,5.07,1,1.18,54,15,Medium,-8,0.9,0.7,1,1,1,14,0.1626,4.88,4.56,0.402
28-04-2023,Ghee,East,2023,Buddha Purnima,19,102,83,0,0,FALSE,4.35,1,1.18,54,15,Medium,-7,0.9,0.7,1.2,1,1,15.96,0.1845,5.54,3.91,0.381
29-04-2023,Ghee,East,2023,Buddha Purnima,31,83,52,0,0,FALSE,1.67,1,1.18,54,15,Medium,-6,0.9,0.7,1.4,1,1,30.38,0.369,11.07,1.5,0.297
30-04-2023,Ghee,East,2023,Buddha Purnima,29,52,23,0,0,FALSE,0.79,1,1.18,54,15,Medium,-5,0.9,0.7,1.6,1,1,32.48,0.5472,16.42,0.71,0.307
01-05-2023,Ghee,East,2023,Buddha Purnima,23,23,0,0,70,FALSE,0,0,1.18,54,15,Medium,-4,0.9,0.7,1,1,1,16.1,0.9583,28.75,0,0.317
02-05-2023,Ghee,East,2023,Buddha Purnima,0,0,0,0,70,FALSE,0,0,1.18,54,15,Medium,-3,0.9,0.7,1,1,1,0,0,0,0,0.401
03-05-2023,Ghee,East,2023,Buddha Purnima,0,0,0,0,0,FALSE,0,0,1.18,54,15,Medium,-2,0.9,0.7,1,1,1,0,0,0,0,0.339
04-05-2023,Ghee,East,2023,Buddha Purnima,0,0,0,0,0,FALSE,0,0,1.18,54,15,Medium,-1,0.9,0.7,1,1,1,0,0,0,0,0.324
05-05-2023,Ghee,East,2023,Buddha Purnima,0,0,0,0,0,FALSE,0,0,1.18,54,15,Medium,0,0.9,0.7,1.2,1,1,0,0,0,0,0.402
06-05-2023,Ghee,East,2023,Buddha Purnima,0,0,0,0,0,FALSE,0,0,1.18,54,15,Medium,1,0.9,0.7,1.4,1,1,0,0,0,0,0.331
07-05-2023,Ghee,East,2023,Buddha Purnima,0,0,0,0,0,FALSE,0,0,1.18,54,15,Medium,2,0.9,0.7,1.6,1,1,0,0,0,0,0.333
08-05-2023,Ghee,East,2023,Buddha Purnima,0,0,0,0,0,FALSE,0,0,1.18,54,15,Medium,3,0.9,0.7,1,1,1,0,0,0,0,0.288
09-05-2023,Ghee,East,2023,Buddha Purnima,0,0,0,0,0,FALSE,0,0,1.18,54,15,Medium,4,0.9,0.7,1,1,1,0,0,0,0,0.347
10-06-2023,Ghee,East,2023,Rath Yatra/Local Festivals,10,0,130,140,0,FALSE,12.87,1,1.15,40,13,Low,-10,0.8,0.7,1.4,1,1,9.8,10,300,10.3,0.322
11-06-2023,Ghee,East,2023,Rath Yatra/Local Festivals,12,130,118,0,0,FALSE,9.75,1,1.15,40,13,Low,-9,0.8,0.7,1.6,1,1,13.44,0.0916,2.75,7.8,0.392
12-06-2023,Ghee,East,2023,Rath Yatra/Local Festivals,15,118,103,0,0,FALSE,6.82,1,1.15,40,13,Low,-8,0.8,0.7,1,1,1,10.5,0.1261,3.78,5.46,0.339
13-06-2023,Ghee,East,2023,Rath Yatra/Local Festivals,19,103,84,0,0,FALSE,4.4,1,1.15,40,13,Low,-7,0.8,0.7,1,1,1,13.3,0.1827,5.48,3.52,0.413
14-06-2023,Ghee,East,2023,Rath Yatra/Local Festivals,20,84,64,0,0,FALSE,3.18,1,1.15,40,13,Low,-6,0.8,0.7,1,1,1,14,0.2353,7.06,2.54,0.296
15-06-2023,Ghee,East,2023,Rath Yatra/Local Festivals,24,64,40,0,0,FALSE,1.66,1,1.15,40,13,Low,-5,0.8,0.7,1,1,1,16.8,0.3692,11.08,1.33,0.363
16-06-2023,Ghee,East,2023,Rath Yatra/Local Festivals,26,40,14,0,52,FALSE,0.54,1,1.15,40,13,Low,-4,0.8,0.7,1.2,1,1,21.84,0.6341,19.02,0.43,0.354
17-06-2023,Ghee,East,2023,Rath Yatra/Local Festivals,14,14,0,0,52,FALSE,0,0,1.15,40,13,Low,-3,0.8,0.7,1.4,1,1,13.72,0.9333,28,0,0.373
18-06-2023,Ghee,East,2023,Rath Yatra/Local Festivals,0,0,0,0,0,FALSE,0,0,1.15,40,13,Low,-2,0.8,0.7,1.6,1,1,0,0,0,0,0.315
19-06-2023,Ghee,East,2023,Rath Yatra/Local Festivals,0,0,0,0,0,FALSE,0,0,1.15,40,13,Low,-1,0.8,0.7,1,1,1,0,0,0,0,0.28
20-06-2023,Ghee,East,2023,Rath Yatra/Local Festivals,0,0,0,0,0,FALSE,0,0,1.15,40,13,Low,0,0.8,0.7,1,1,1,0,0,0,0,0.318
21-06-2023,Ghee,East,2023,Rath Yatra/Local Festivals,0,0,0,0,0,FALSE,0,0,1.15,40,13,Low,1,0.8,0.7,1,1,1,0,0,0,0,0.378
22-06-2023,Ghee,East,2023,Rath Yatra/Local Festivals,0,0,0,0,0,FALSE,0,0,1.15,40,13,Low,2,0.8,0.7,1,1,1,0,0,0,0,0.351
23-06-2023,Ghee,East,2023,Rath Yatra/Local Festivals,0,0,0,0,0,FALSE,0,0,1.15,40,13,Low,3,0.8,0.7,1.2,1,1,0,0,0,0,0.3
23-06-2023,Ghee,East,2023,Guru Purnima/Harvest Festivals,0,0,0,0,0,FALSE,0,0,1.18,54,12,Medium,-10,0.9,0.7,1.2,1,1,0,0,0,0,0.319
24-06-2023,Ghee,East,2023,Guru Purnima/Harvest Festivals,0,0,0,0,0,FALSE,0,0,1.18,54,12,Medium,-9,0.9,0.7,1.4,1,1,0,0,0,0,0.364
24-06-2023,Ghee,East,2023,Rath Yatra/Local Festivals,0,0,0,0,0,FALSE,0,0,1.15,40,13,Low,4,0.8,0.7,1.4,1,1,0,0,0,0,0.388
25-06-2023,Ghee,East,2023,Guru Purnima/Harvest Festivals,0,0,0,0,0,FALSE,0,0,1.18,54,12,Medium,-8,0.9,0.7,1.6,1,1,0,0,0,0,0.385
26-06-2023,Ghee,East,2023,Guru Purnima/Harvest Festivals,0,0,0,0,0,FALSE,0,0,1.18,54,12,Medium,-7,0.9,0.7,1,1,1,0,0,0,0,0.324
27-06-2023,Ghee,East,2023,Guru Purnima/Harvest Festivals,0,0,0,0,0,FALSE,0,0,1.18,54,12,Medium,-6,0.9,0.7,1,1,1,0,0,0,0,0.297
28-06-2023,Ghee,East,2023,Guru Purnima/Harvest Festivals,25,0,27,52,0,FALSE,1.08,1,1.18,54,12,Medium,-5,0.9,0.7,1,1,1,17.5,25,750,0.97,0.336
29-06-2023,Ghee,East,2023,Guru Purnima/Harvest Festivals,34,27,45,52,0,FALSE,1.32,1,1.18,54,12,Medium,-4,0.9,0.7,1,1,1,23.8,1.2143,36.43,1.19,0.286
30-06-2023,Ghee,East,2023,Guru Purnima/Harvest Festivals,38,45,7,0,70,FALSE,0.18,1,1.18,54,12,Medium,-3,0.9,0.7,1.2,1,1,31.92,0.8261,24.78,0.16,0.399
01-07-2023,Ghee,East,2023,Guru Purnima/Harvest Festivals,7,7,0,0,70,FALSE,0,0,1.18,54,12,Medium,-2,0.9,1,1.4,1,1,9.8,0.875,26.25,0,0.308
